year,date,median,low,high
2019,2020/3/21,7,0,23
2019,2020/3/22,8,0,27
2019,2020/3/23,8,0,25
2019,2020/3/24,6,0,20
2019,2020/3/25,7,0,22
2019,2020/3/26,7,0,23
2019,2020/3/27,7,0,23
2019,2020/3/28,8,0,26
2019,2020/3/29,9,0,26
2019,2020/3/30,8,0,24
2019,2020/3/31,6,0,18
2019,2020/4/1,7,0,22
2019,2020/4/2,7,0,24
2019,2020/4/3,8,0,26
2019,2020/4/4,8,0,25
2019,2020/4/5,8,0,24
2019,2020/4/6,8,0,24
2019,2020/4/7,6,0,20
2019,2020/4/8,7,0,22
2019,2020/4/9,7,0,23
2019,2020/4/10,8,0,24
2019,2020/4/11,8,0,24
2019,2020/4/12,9,0,26
2019,2020/4/13,9,0,26
2019,2020/4/14,7,0,21
2019,2020/4/15,8,0,25
2019,2020/7/19,8,0,25
2019,2020/7/20,6,0,20
2019,2020/7/21,5,0,18
2019,2020/7/22,6,0,21
2019,2020/7/23,7,0,22
2019,2020/7/24,7,0,23
2019,2020/7/25,7,0,23
2019,2020/7/26,8,0,24
2019,2020/7/27,6,0,20
2019,2020/7/28,5,0,17
2019,2020/7/29,6,0,20
2019,2020/7/30,6,0,22
2019,2020/7/31,7,0,23
2019,2020/8/1,7,0,23
2019,2020/8/2,8,0,25
2019,2020/8/3,7,0,25
2019,2020/8/4,5,0,20
2019,2020/8/5,7,0,21
2019,2020/8/6,7,0,22
2019,2020/8/7,7,0,22
2019,2020/8/8,7,0,22
2019,2020/8/9,8,0,23
2019,2020/8/10,6,0,19
2019,2020/8/11,5,0,18
2019,2020/8/12,6,0,23
2019,2020/8/13,6,0,21
2019,2020/8/14,7,0,22
2019,2020/8/15,7,0,23
2019,2020/8/16,7,0,23
2019,2020/8/17,6,0,21
2019,2020/8/18,5,0,18
2020,2020/9/1,3,0,10
2020,2020/9/2,3,0,9
2020,2020/9/3,3,0,10
2020,2020/9/4,3,0,10
2020,2020/9/5,3,0,10
2020,2020/9/6,2,0,8
2020,2020/9/7,2,0,8
2020,2020/9/8,3,0,9
2020,2020/9/9,3,0,9
2020,2020/9/10,3,0,9
2020,2020/9/11,4,0,11
2020,2020/9/12,3,0,10
2020,2020/9/13,2,0,7
2020,2020/9/14,3,0,9
2020,2020/9/15,3,0,9
2020,2020/9/16,3,0,9
2020,2020/9/17,3,0,9
2020,2020/9/18,3,0,9
2020,2020/9/19,3,0,9
2020,2020/9/20,2,0,7
2020,2020/9/21,2,0,7
2020,2020/9/22,3,0,9
2020,2020/9/23,3,0,9
2020,2020/9/24,3,0,9
2020,2020/9/25,4,0,11
2020,2020/9/26,3,0,10
2020,2020/9/27,2,0,7
2020,2020/9/28,3,0,9
2020,2020/9/29,3,0,9
2020,2020/9/30,3,0,9
2020,2020/10/1,3,0,9
2020,2020/10/2,3,0,10
2019,2020/4/16,8,0,27
2019,2020/4/17,8,0,27
2019,2020/4/18,8,0,26
2019,2020/4/19,9,0,31
2019,2020/4/20,7,0,31
2019,2020/4/21,6,0,25
2019,2020/4/22,7,0,26
2019,2020/4/23,7,0,29
2019,2020/4/24,8,0,32
2019,2020/4/25,8,0,30
2019,2020/4/26,8,0,30
2019,2020/4/27,8,0,34
2019,2020/4/28,6,0,26
2019,2020/4/29,7,0,23
2019,2020/4/30,7,0,23
2019,2020/5/1,8,0,25
2019,2020/5/2,8,0,25
2019,2020/5/3,9,0,27
2019,2020/5/4,8,0,24
2019,2020/5/5,5,0,16
2019,2020/5/6,7,0,24
2019,2020/5/7,7,0,23
2019,2020/5/8,8,0,27
2019,2020/5/9,8,0,26
2019,2020/5/10,10,0,28
2019,2020/5/11,8,0,24
2019,2020/5/12,6,0,18
2019,2020/5/13,7,0,23
2019,2020/5/14,8,0,24
2019,2020/5/15,8,0,26
2019,2020/5/16,9,0,27
2019,2020/5/17,9,0,28
2019,2020/8/19,6,0,19
2019,2020/8/20,7,0,21
2019,2020/8/21,6,0,20
2019,2020/8/22,7,0,21
2019,2020/8/23,7,0,21
2019,2020/8/24,6,0,20
2019,2020/8/25,5,0,17
2019,2020/8/26,6,0,20
2019,2020/8/27,7,0,21
2019,2020/8/28,7,0,21
2019,2020/8/29,7,0,22
2019,2020/8/30,8,0,24
2019,2020/8/31,6,0,22
2019,2020/9/1,6,0,20
2019,2020/9/2,5,0,17
2019,2020/9/3,8,0,24
2019,2020/9/4,8,0,25
2019,2020/9/5,8,0,25
2019,2020/9/6,9,0,26
2019,2020/9/7,8,0,30
2019,2020/9/8,7,0,20
2019,2020/9/9,8,0,25
2019,2020/9/10,8,0,26
2019,2020/9/11,8,0,26
2019,2020/9/12,8,0,26
2019,2020/9/13,10,0,28
2019,2020/9/14,8,0,24
2019,2020/9/15,7,0,22
2019,2020/9/16,7,0,25
2019,2020/9/17,8,0,27
2019,2020/9/18,8,0,26
2020,2020/2/27,7,0,23
2020,2020/2/28,8,0,23
2020,2020/2/29,7,0,20
2020,2020/3/1,5,0,15
2020,2020/3/2,6,0,20
2020,2020/3/3,6,0,20
2020,2020/3/4,6,0,19
2020,2020/3/5,6,0,20
2020,2020/3/6,7,0,20
2020,2020/3/7,6,0,19
2020,2020/3/8,5,0,16
2020,2020/3/9,6,0,20
2020,2020/3/10,6,0,19
2020,2020/3/11,6,0,18
2020,2020/3/12,5,0,16
2020,2020/3/13,6,0,17
2020,2020/3/14,4,0,13
2020,2020/3/15,3,0,10
2020,2020/3/16,3,0,10
2020,2020/3/17,3,0,10
2020,2020/3/18,3,0,9
2020,2020/3/19,2,0,8
2020,2020/3/20,2,0,7
2020,2020/3/21,1,0,5
2020,2020/3/22,1,0,5
2020,2020/3/23,1,0,5
2020,2020/3/24,2,0,7
2020,2020/3/25,2,0,7
2020,2020/3/26,1,0,5
2020,2020/3/27,1,0,6
2020,2020/3/28,1,0,4
2020,2020/4/30,1,0,5
2020,2020/5/1,1,0,5
2020,2020/5/2,1,0,6
2020,2020/5/3,1,0,5
2020,2020/5/4,1,0,5
2020,2020/5/5,1,0,6
2020,2020/5/6,1,0,5
2020,2020/5/7,2,0,7
2020,2020/5/8,1,0,5
2020,2020/5/9,1,0,5
2020,2020/5/10,1,0,5
2020,2020/5/11,1,0,5
2020,2020/5/12,2,0,6
2020,2020/5/13,2,0,7
2020,2020/5/14,2,0,7
2020,2020/5/15,2,0,7
2020,2020/5/16,1,0,6
2020,2020/5/17,1,0,5
2020,2020/5/18,2,0,7
2020,2020/5/19,2,0,7
2020,2020/5/20,2,0,7
2020,2020/5/21,2,0,7
2020,2020/5/22,2,0,7
2020,2020/5/23,1,0,5
2020,2020/5/24,1,0,6
2020,2020/5/25,1,0,5
2020,2020/5/26,2,0,7
2020,2020/5/27,2,0,7
2020,2020/5/28,2,0,7
2020,2020/5/29,2,0,7
2020,2020/5/30,2,0,7
2020,2020/5/31,1,0,6
2020,2020/6/1,2,0,7
2020,2020/6/2,2,0,7
2020,2020/6/3,2,0,7
2020,2020/6/4,2,0,7
2020,2020/6/5,2,0,7
2020,2020/6/6,2,0,7
2020,2020/6/7,1,0,6
2020,2020/6/8,2,0,8
2020,2020/6/9,2,0,8
2020,2020/6/10,2,0,8
2020,2020/6/11,2,0,7
2020,2020/6/12,2,0,8
2020,2020/6/13,2,0,8
2020,2020/6/14,2,0,7
2020,2020/6/15,2,0,8
2020,2020/6/16,2,0,8
2020,2020/6/17,2,0,8
2020,2020/6/18,2,0,8
2020,2020/6/19,2,0,8
2020,2020/6/20,2,0,8
2020,2020/6/21,1,0,6
2020,2020/6/22,3,0,9
2020,2020/6/23,3,0,9
2020,2020/6/24,3,0,9
2020,2020/6/25,3,0,10
2020,2020/6/26,3,0,10
2020,2020/6/27,2,0,8
2020,2020/6/28,2,0,7
2020,2020/6/29,3,0,9
2020,2020/6/30,3,0,9
2019,2020/1/1,4,0,17
2019,2020/1/2,7,0,23
2019,2020/1/3,8,0,24
2019,2020/1/4,7,0,21
2019,2020/1/5,5,0,16
2019,2020/1/7,10,0,40
2019,2020/1/8,12,0,46
2019,2020/1/9,14,0,48
2019,2020/1/10,13,0,44
2019,2020/1/11,8,0,25
2019,2020/1/12,7,0,22
2020,2020/11/3,3,0,9
2020,2020/11/4,3,0,9
2020,2020/11/5,3,0,9
2020,2020/11/6,3,0,10
2020,2020/11/7,3,0,10
2020,2020/11/8,2,0,8
2020,2020/11/9,3,0,8
2020,2020/11/10,3,0,8
2020,2020/11/11,3,0,8
2020,2020/11/12,3,0,8
2020,2020/11/13,3,0,9
2020,2020/11/14,3,0,9
2020,2020/11/15,2,0,7
2020,2020/11/16,3,0,8
2020,2020/11/17,3,0,8
2020,2020/11/18,3,0,8
2020,2020/11/19,3,0,8
2020,2020/11/20,3,0,9
2020,2020/11/21,3,0,9
2020,2020/11/22,2,0,7
2020,2020/11/23,2,0,7
2020,2020/11/24,3,0,8
2020,2020/11/25,2,0,7
2020,2020/11/26,1,0,5
2020,2020/11/27,2,0,7
2020,2020/11/28,2,0,7
2020,2020/11/29,2,0,7
2019,2020/5/18,8,0,25
2019,2020/5/19,6,0,19
2019,2020/5/20,7,0,21
2019,2020/5/21,7,0,22
2019,2020/5/22,7,0,23
2019,2020/5/23,7,0,22
2019,2020/5/24,8,0,23
2019,2020/5/25,7,0,21
2019,2020/5/26,5,0,18
2019,2020/5/27,5,0,18
2019,2020/5/28,7,0,21
2019,2020/5/29,7,0,23
2019,2020/5/30,8,0,26
2019,2020/5/31,9,0,28
2019,2020/6/1,7,0,25
2019,2020/6/2,6,0,21
2019,2020/6/3,7,0,22
2019,2020/6/4,7,0,23
2019,2020/6/5,8,0,25
2019,2020/6/6,8,0,25
2019,2020/6/7,9,0,26
2019,2020/6/8,8,0,24
2019,2020/6/9,6,0,19
2019,2020/6/10,6,0,21
2019,2020/6/11,8,0,27
2019,2020/6/12,8,0,25
2019,2020/6/13,7,0,21
2019,2020/6/14,9,0,25
2019,2020/6/15,7,0,22
2019,2020/6/16,6,0,18
2019,2020/6/17,7,0,23
2020,2020/3/29,1,0,4
2020,2020/3/30,1,0,6
2020,2020/3/31,1,0,5
2020,2020/4/1,1,0,5
2020,2020/4/2,1,0,5
2020,2020/4/3,1,0,5
2020,2020/4/4,1,0,5
2020,2020/4/5,1,0,4
2020,2020/4/6,1,0,5
2020,2020/4/7,1,0,5
2020,2020/4/8,1,0,5
2020,2020/4/9,1,0,4
2020,2020/4/10,1,0,5
2020,2020/4/11,1,0,5
2020,2020/4/12,1,0,4
2020,2020/4/13,1,0,4
2020,2020/4/14,1,0,5
2020,2020/4/15,1,0,5
2020,2020/4/16,1,0,5
2020,2020/4/17,1,0,5
2020,2020/4/18,1,0,5
2020,2020/4/19,1,0,4
2020,2020/4/20,1,0,5
2020,2020/4/21,1,0,5
2020,2020/4/22,1,0,5
2020,2020/4/23,1,0,5
2020,2020/4/24,1,0,5
2020,2020/4/25,1,0,5
2020,2020/4/26,1,0,4
2020,2020/4/27,1,0,5
2020,2020/4/28,1,0,5
2020,2020/4/29,1,0,5
2019,2020/1/13,5,0,20
2019,2020/1/14,6,0,25
2019,2020/1/15,7,0,25
2019,2020/1/16,7,0,25
2019,2020/1/17,7,0,27
2019,2020/1/18,8,0,27
2019,2020/1/19,7,0,24
2019,2020/1/20,5,0,19
2019,2020/1/21,4,0,18
2019,2020/1/22,6,0,27
2019,2020/1/23,7,0,24
2019,2020/1/24,6,0,22
2019,2020/1/25,8,0,25
2019,2020/1/26,7,0,23
2019,2020/1/27,6,0,20
2019,2020/1/28,7,0,46
2019,2020/1/29,6,0,43
2019,2020/1/30,6,0,29
2019,2020/1/31,6,0,25
2019,2020/2/1,7,0,27
2019,2020/2/2,7,0,26
2019,2020/2/3,5,0,23
2019,2020/2/4,6,0,27
2019,2020/2/5,7,0,33
2019,2020/2/6,6,0,36
2019,2020/2/7,7,0,35
2019,2020/2/8,8,0,39
2019,2020/2/9,7,0,35
2019,2020/2/10,5,0,29
2019,2020/2/11,6,0,27
2019,2020/2/12,6,0,25
2020,2020/7/1,3,0,9
2020,2020/7/2,3,0,10
2020,2020/7/3,2,0,9
2020,2020/7/4,2,0,8
2020,2020/7/5,2,0,7
2020,2020/7/6,2,0,7
2020,2020/7/7,3,0,9
2020,2020/7/8,2,0,7
2020,2020/7/9,3,0,9
2020,2020/7/10,2,0,7
2020,2020/7/11,2,0,8
2020,2020/7/12,2,0,8
2020,2020/7/13,3,0,9
2020,2020/7/14,3,0,10
2020,2020/7/15,3,0,9
2020,2020/7/16,3,0,9
2020,2020/7/17,3,0,10
2020,2020/7/18,2,0,9
2020,2020/7/19,2,0,7
2020,2020/7/20,3,0,9
2020,2020/7/21,3,0,9
2020,2020/7/22,3,0,9
2020,2020/7/23,3,0,9
2020,2020/7/24,3,0,10
2020,2020/7/25,3,0,10
2020,2020/7/26,2,0,8
2020,2020/7/27,3,0,9
2020,2020/7/28,3,0,9
2020,2020/7/29,3,0,10
2020,2020/7/30,3,0,10
2020,2020/7/31,3,0,10
2019,2020/10/21,7,0,21
2019,2020/10/22,6,0,21
2019,2020/10/23,7,0,23
2019,2020/10/24,7,0,23
2019,2020/10/25,8,0,23
2019,2020/10/26,7,0,21
2019,2020/10/27,5,0,14
2019,2020/10/28,6,0,20
2019,2020/10/29,6,0,20
2019,2020/10/30,7,0,21
2019,2020/10/31,7,0,20
2019,2020/11/1,7,0,22
2019,2020/11/2,7,0,20
2019,2020/11/3,5,0,16
2019,2020/11/4,6,0,20
2019,2020/11/5,6,0,19
2019,2020/11/6,6,0,20
2019,2020/11/7,7,0,22
2019,2020/11/8,7,0,21
2019,2020/11/9,7,0,21
2019,2020/11/10,5,0,18
2019,2020/11/11,6,0,19
2019,2020/11/12,6,0,20
2019,2020/11/13,6,0,20
2019,2020/11/14,7,0,21
2019,2020/11/15,8,0,25
2019,2020/11/16,7,0,31
2019,2020/11/17,5,0,21
2019,2020/11/18,6,0,20
2019,2020/11/19,6,0,20
2019,2020/11/20,6,0,21
2019,2020/11/21,7,0,22
2019,2020/11/22,7,0,21
2019,2020/11/23,7,0,20
2019,2020/11/24,5,0,17
2019,2020/11/25,7,0,23
2019,2020/11/26,7,0,23
2019,2020/11/27,8,0,24
2019,2020/11/28,4,0,15
2019,2020/11/29,6,0,20
2019,2020/11/30,6,0,20
2019,2020/12/1,4,0,14
2019,2020/12/2,5,0,17
2019,2020/12/3,6,0,21
2019,2020/12/4,7,0,23
2019,2020/12/5,7,0,23
2019,2020/12/6,8,0,24
2019,2020/12/7,7,0,24
2019,2020/12/8,5,0,18
2019,2020/12/9,6,0,20
2019,2020/12/10,7,0,22
2019,2020/12/11,7,0,23
2019,2020/12/12,7,0,24
2019,2020/12/13,8,0,24
2019,2020/12/14,7,0,23
2019,2020/12/15,6,0,19
2019,2020/12/16,7,0,22
2019,2020/12/17,6,0,20
2019,2020/12/18,7,0,23
2019,2020/12/19,7,0,22
2019,2020/12/20,8,0,24
2019,2020/12/21,7,0,23
2020,2020/8/1,3,0,10
2020,2020/8/2,2,0,8
2020,2020/8/3,3,0,10
2020,2020/8/4,3,0,8
2020,2020/8/5,3,0,10
2020,2020/8/6,3,0,10
2020,2020/8/7,3,0,10
2020,2020/8/8,3,0,9
2020,2020/8/9,2,0,8
2020,2020/8/10,3,0,9
2020,2020/8/11,3,0,9
2020,2020/8/12,3,0,9
2020,2020/8/13,3,0,9
2020,2020/8/14,3,0,10
2020,2020/8/15,3,0,10
2020,2020/8/16,2,0,6
2020,2020/8/17,3,0,9
2020,2020/8/18,3,0,9
2020,2020/8/19,3,0,9
2020,2020/8/20,3,0,10
2020,2020/8/21,4,0,12
2020,2020/8/22,3,0,10
2020,2020/8/23,2,0,8
2020,2020/8/24,3,0,9
2020,2020/8/25,3,0,9
2020,2020/8/26,3,0,9
2020,2020/8/27,3,0,9
2020,2020/8/28,3,0,9
2020,2020/8/29,2,0,8
2020,2020/8/30,2,0,7
2020,2020/8/31,3,0,9
2019,2020/9/19,8,0,26
2019,2020/9/20,9,0,27
2019,2020/9/21,8,0,24
2019,2020/9/22,6,0,20
2019,2020/9/23,7,0,23
2019,2020/9/24,7,0,23
2019,2020/9/25,7,0,23
2019,2020/9/26,7,0,23
2019,2020/9/27,8,0,24
2019,2020/9/28,7,0,21
2019,2020/9/29,6,0,18
2019,2020/9/30,6,0,19
2019,2020/10/1,7,0,22
2019,2020/10/2,7,0,23
2019,2020/10/3,6,0,37
2019,2020/10/4,8,0,42
2019,2020/10/5,7,0,42
2019,2020/10/6,5,0,40
2019,2020/10/7,6,0,20
2019,2020/10/8,7,0,23
2019,2020/10/9,6,0,18
2019,2020/10/10,7,0,22
2019,2020/10/11,8,0,23
2019,2020/10/12,7,0,22
2019,2020/10/13,6,0,18
2019,2020/10/14,5,0,17
2019,2020/10/15,6,0,22
2019,2020/10/16,7,0,22
2019,2020/10/17,7,0,24
2019,2020/10/18,8,0,25
2019,2020/10/19,8,0,22
2019,2020/10/20,6,0,17
2020,2020/10/3,3,0,10
2020,2020/10/4,2,0,7
2020,2020/10/5,3,0,9
2020,2020/10/6,3,0,9
2020,2020/10/7,3,0,9
2020,2020/10/8,3,0,9
2020,2020/10/9,4,0,11
2020,2020/10/10,3,0,10
2020,2020/10/11,2,0,7
2020,2020/10/12,2,0,7
2020,2020/10/13,3,0,9
2020,2020/10/14,3,0,9
2020,2020/10/15,3,0,9
2020,2020/10/16,3,0,9
2020,2020/10/17,3,0,10
2020,2020/10/18,2,0,7
2020,2020/10/19,3,0,9
2020,2020/10/20,3,0,9
2020,2020/10/21,3,0,9
2020,2020/10/22,3,0,9
2020,2020/10/23,4,0,11
2020,2020/10/24,3,0,10
2020,2020/10/25,2,0,7
2020,2020/10/26,3,0,9
2020,2020/10/27,3,0,9
2020,2020/10/28,3,0,9
2020,2020/10/29,3,0,8
2020,2020/10/30,3,0,9
2020,2020/10/31,3,0,9
2020,2020/11/1,2,0,7
2020,2020/11/2,3,0,9
2019,2020/12/22,6,0,21
2019,2020/12/23,7,0,23
2019,2020/12/24,6,0,18
2019,2020/12/25,3,0,13
2019,2020/12/26,6,0,21
2019,2020/12/27,7,0,24
2019,2020/12/28,7,0,24
2019,2020/12/29,5,0,19
2019,2020/12/30,6,0,19
2019,2020/12/31,8,0,23
2020,2020/1/6,6,0,21
2020,2020/1/7,7,0,22
2020,2020/1/8,7,0,22
2020,2020/1/9,7,0,23
2020,2020/1/10,9,0,26
2020,2020/1/11,8,0,23
2020,2020/1/12,6,0,23
2020,2020/1/13,7,0,29
2020,2020/1/14,6,0,24
2020,2020/1/15,7,0,22
2020,2020/1/16,7,0,22
2020,2020/1/17,8,0,22
2020,2020/1/18,6,0,18
2020,2020/1/19,6,0,19
2020,2020/1/20,5,0,16
2020,2020/1/21,6,0,20
2020,2020/1/22,7,0,22
2020,2020/1/23,7,0,22
2020,2020/1/24,8,0,25
2020,2020/1/25,6,0,22
2020,2020/1/26,5,0,21
2020,2020/1/27,7,0,21
2020,2020/1/28,6,0,20
2020,2020/1/29,7,0,22
2020,2020/1/30,7,0,22
2020,2020/1/31,9,0,26
2020,2020/2/1,7,0,21
2020,2020/2/2,5,0,17
2020,2020/2/3,7,0,23
2020,2020/2/4,7,0,23
2020,2020/2/5,7,0,22
2020,2020/2/6,7,0,22
2020,2020/2/7,8,0,23
2020,2020/2/8,7,0,22
2020,2020/2/9,5,0,16
2020,2020/2/10,6,0,21
2020,2020/2/11,7,0,23
2020,2020/2/12,7,0,23
2020,2020/2/13,7,0,22
2020,2020/2/14,8,0,24
2020,2020/2/15,7,0,21
2020,2020/2/16,6,0,19
2020,2020/2/17,5,0,16
2020,2020/2/18,6,0,20
2020,2020/2/19,7,0,21
2020,2020/2/20,7,0,22
2020,2020/2/21,7,0,22
2020,2020/2/22,7,0,22
2020,2020/2/23,6,0,20
2020,2020/2/24,7,0,23
2020,2020/2/25,5,0,17
2020,2020/2/26,7,0,23
